trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153843117451502164,IND380006AAB,Ahmedabad_Mithakal_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),test,Carting,night,15.5246,12.0,57.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0726781514530142,96.15408631436725,45.75196384382846,438.9935396090896,88.28859294540568,-50.402122470538785,-350.7049466636839,2965.738,698.607,2267.131,20.0,-4515.091916047615,inf,Carting,False,False
trip-153817622547325930,IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),IND401208AAA,Nalasopara (Maharashtra),test,Carting,evening,23.9504,18.0,56.0,23,4,0.0012049544015611,0.0060719150599918,5.039124345390331,4.0,4.0,0.0,56.82119499632538,49.41661327746139,81.11009982990433,73.8101674348273,-7.404581718863994,-7.299932395077022,3218.5119999999997,1077.768,2140.7439999999997,20.2233013980967,-223.55945433310976,inf,Carting,False,False
trip-153817622547325930,IND401209AAA,Mumbai_Virar_DC (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),test,Carting,night,28.6713,22.0,138.0,2,5,0.0,0.0,2.1538461538461537,1.0,1.0,0.0060719150599918,63.34851090290384,79.64198477529797,158.59828978569752,150.08445044138813,16.29347387239413,-8.513839344309389,3360.139,1290.2085,2069.9305000000004,20.0,240.73108400478873,171.97035510036787,Carting,False,False
trip-153846809635331658,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,morning,39.8109,49.0,138.0,8,1,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.2226269246338209,80.71303211661433,108.78851741720885,141.52521186880065,145.2648174005645,28.075485300594522,3.739605531763857,3694.327,1791.4904999999999,1902.8365000000003,20.411147563814165,611.2176935657742,63.543770084156016,Carting,False,False
trip-153859923421581521,IND621010AAA,Thuraiyur_Mthrapuri_D (Tamil Nadu),IND621212AAA,Perambalur_goplpurm_D (Tamil Nadu),test,FTL,night,37.2128,35.0,47.0,0,3,2.377808389859123e-06,4.21520578202299e-06,1.7727272727272727,1.0,1.0,7.5604062851762755e-06,56.763131452209045,43.66385375275285,70.88185994134479,66.46461003926619,-13.099277699456195,-4.417249902078595,3616.384,1674.576,1941.808,20.000155018858976,-306.16042602351206,inf,Carting,True,False
trip-153859923421581521,IND621212AAA,Perambalur_goplpurm_D (Tamil Nadu),IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu),test,FTL,night,30.5713,23.0,39.0,1,3,4.359315381408392e-06,7.5604062851762755e-06,1.7343104647624017,2.0,1.0,7.349589568655471e-06,38.36646322227054,40.10965581746056,52.331503363906315,47.29771184810007,1.743192595190024,-5.033791515806243,3417.139,1375.7085,2041.4305000000002,20.0002780423107,-15.474278376477107,inf,Carting,True,False
trip-153859923421581521,IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu),IND621802AAA,Jayamkondan_Chithbrm_D (Tamil Nadu),test,FTL,night,38.3769,29.0,62.0,2,3,4.755616779718246e-06,7.349589568655471e-06,1.5454545454545454,1.0,1.0,1.047279711350766e-05,54.37132872764744,48.38995844833254,66.56038261220634,59.405889986317035,-5.981370279314895,-7.154492625889304,3651.307,1726.9605,1924.3464999999999,20.00027028929257,-191.1749154369076,inf,Carting,True,False
trip-153859923421581521,IND608301AAA,Lalpet_PriyrNGR_D (Tamil Nadu),IND639104AAB,Kulithalai_AnnaNGR_D (Tamil Nadu),test,FTL,night,147.2852,117.0,198.0,5,3,3.963013983098538e-06,1.012770240125182e-05,2.555555555555556,1.0,1.0,4.615745697961827e-06,226.8664188200587,383.4826155651823,304.6000327501951,436.07771934933436,156.6161967451236,131.47768659913925,6918.5560000000005,6627.834,290.72200000000066,20.00037245746743,4447.18361868895,1.3074675525302495,FTL,False,False
trip-153826783706017553,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121102AAA,Palwal (Haryana),test,Carting,night,39.1355,28.0,42.0,0,6,0.0040591810780097,0.0101339474462668,2.496549735405157,8.0,6.0,0.0,86.3365043836209,52.395792094375594,145.2044311325137,87.23366459865919,-33.94071228924531,-57.9707665338545,3674.065,1761.0975,1912.9675,20.372687135875864,-1281.9736574481321,inf,Carting,False,False
trip-153821004603535688,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,morning,39.9192,49.0,81.0,8,5,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.2226269246338209,79.06892612329068,109.12050643879758,147.11085954001615,160.27312644954435,30.051580315506897,13.1622669095282,3697.576,1796.3639999999998,1901.2120000000002,20.411147563814165,747.7157264279684,51.899294491878855,Carting,False,False
trip-153809475503890914,IND560064AAD,Bengaluru_Bagaluru_D (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),test,Carting,night,12.8596,13.0,33.0,2,4,0.0,0.0,0.0,0.0,1.0,0.0014494316449606,37.668423486837035,32.94926002692454,53.87580789180991,44.6232911908086,-4.719163459912494,-9.252516701001312,2885.788,578.682,2307.1059999999998,20.0,-186.908436208263,inf,Carting,False,True
trip-153828136037461649,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600110AAA,Chennai_Madhavaram_L (Tamil Nadu),test,Carting,night,46.6791,36.0,81.0,4,6,0.0390644650216516,0.0797633172477622,2.0418382077817525,18.0,18.0,0.0010682691312113,92.6261291065726,103.09428244944131,146.43504400058094,164.32827526499966,10.468153342868703,17.893231264418716,3900.373,2100.5595,1799.8135000000002,22.933384291821785,445.24635784240417,92.70331788703469,Carting,False,False
trip-153852415318833629,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),test,Carting,evening,36.0599,37.0,45.0,23,1,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.0,73.48564927466242,54.692101531222285,111.09545833149501,87.18163553258881,-18.793547743440136,-23.913822798906196,3581.797,1622.6955,1959.1015,20.411147563814165,-627.6521592206323,inf,Carting,False,False
trip-153847957581392018,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,FTL,morning,969.2578,709.0,1104.0,11,1,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.2226269246338209,1411.2934449425893,330.4093317963782,1470.4358178314926,427.60792935597425,-1080.8841131462111,-1042.8278884755184,31577.734,43616.601,-12038.867000000002,24.784294493263637,-39711.82692018856,inf,Carting,True,True
trip-153825778339660666,IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,afternoon,315.082,260.0,427.0,17,6,0.0074546274529075,0.0157318878084258,2.1103519804051336,8.0,6.0,0.4575710171408227,458.2349262833911,411.3429286827371,534.3480106970588,525.1535298067514,-46.89199760065395,-9.194480890307432,11952.46,14178.69,-2226.2300000000014,20.578557589757636,-1059.5742503783931,inf,FTL,False,False
trip-153841860088789367,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND110037AAM,Delhi_Airport_H (Delhi),test,Carting,evening,27.5955,24.0,63.0,18,0,0.0040591810780097,0.0101339474462668,2.496549735405157,8.0,6.0,0.0667169336120179,82.19588531331132,50.361765481566664,98.70584987049006,93.91455683065749,-31.83411983174466,-4.791293039832567,3327.865,1241.7975000000001,2086.0674999999997,20.372687135875864,-697.3523206165194,inf,Carting,False,False
trip-153840998292447086,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,afternoon,40.2943,50.0,81.0,16,0,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.2226269246338209,76.1057341311519,78.16300452973007,133.94762262037835,98.76363190383262,2.0572703985781686,-35.183990716545736,3708.8289999999997,1813.2435,1895.5854999999997,20.411147563814165,-317.0815635155956,inf,Carting,False,False
trip-153842839745436792,IND742102AAB,Berhampore_Central_I_2 (West Bengal),IND731237AAB,Morgram_Kntgorya_D (West Bengal),test,Carting,evening,36.682300000000005,26.0,65.0,21,0,0.0051834901894267,0.0133200066666796,2.5696984425377853,5.0,4.0,0.0045197614189055,61.27391776328278,60.84574653418284,104.6007113720324,82.08539597759479,-0.4281712290999451,-22.51531539443762,3600.469,1650.7035000000003,1949.7654999999997,20.489857990755716,-239.44097520453664,inf,Carting,False,False
trip-153842839745436792,IND731237AAB,Morgram_Kntgorya_D (West Bengal),IND731224AAA,Rampurhat_SrifoDPP_D (West Bengal),test,Carting,evening,31.2036,22.0,76.0,23,0,0.0016145318967143,0.0045197614189055,2.799425287356322,2.0,1.0,0.0051972097664063,53.200071007793625,63.69694445239682,51.80250827749572,81.87469665335686,10.496873444603196,30.072188375861145,3436.108,1404.162,2031.9460000000001,20.166219229671913,514.903422861793,79.58127034990329,Carting,False,False
trip-153842839745436792,IND742137AAA,Kandi_DohalDPP_D (West Bengal),IND742401AAA,Ghanashyampur_NditaDPP_D (West Bengal),test,Carting,night,28.2514,32.0,70.0,2,1,0.001585998196036,0.0034159961145391,2.1538461538461537,1.0,1.0,0.0033955103807188,47.88971938071085,58.06725444725817,60.7896518526848,83.47001326825406,10.177535066547321,22.680361415569266,3347.542,1271.313,2076.229,20.12562703870738,433.05752239911544,96.48928453998315,Carting,False,False
trip-153842839745436792,IND742401AAA,Ghanashyampur_NditaDPP_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),test,Carting,night,59.5388,66.0,222.0,3,1,0.0015764869624765,0.0033955103807188,2.1538461538461537,1.0,2.0,0.0133200066666796,108.7873656958676,181.4313920549153,207.1037049976893,250.15040885806002,72.6440263590477,43.04670386037071,4286.164,2679.246,1606.9179999999997,20.124873653167903,1895.1065903208814,17.06448697195738,FTL,True,False
trip-153826589438385531,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),test,Carting,night,36.0111,32.0,48.0,0,6,3.1704111864788306e-06,7.668916016691613e-06,2.41890264877881,3.0,4.0,0.0797633172477622,120.5969189677622,66.8561201632712,274.3996155454658,125.3106265910194,-53.74079880449101,-149.0889889544464,3580.333,1620.4995,1959.8335000000002,20.0002820328762,-2565.7420463045223,inf,Carting,False,False
trip-153857416212659541,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,afternoon,50.5683,60.0,134.0,13,2,0.0025084047977983,0.0052926359037691,2.109960843805829,10.0,15.0,0.2226269246338209,115.02527108323493,123.50169903017759,143.25415233721338,163.30393073891787,8.476427946942664,20.049778401704486,4017.049,2275.5735,1741.4755,20.194642544444626,373.6274864011219,94.1271092262509,Carting,False,False
trip-153851785421092561,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,evening,2073.8458,1529.0,2651.0,22,1,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.4575710171408227,2787.1979449887335,356.9004036081442,3018.1931432541314,415.21614325871207,-2430.2975413805893,-2602.976999995419,64715.374,93323.061,-28607.686999999998,28.187351607116927,-105189.16527086112,inf,Carting,True,True
trip-153851785421092561,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),test,FTL,night,281.0993,212.0,407.0,2,4,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.1402660721185986,559.1657741542216,323.17728146204354,688.5241226126539,381.72515607335066,-235.98849269217806,-306.7989665393032,10932.979000000001,12649.4685,-1716.4894999999997,30.0,-11681.63927885489,inf,Carting,True,True
trip-153813739931798970,IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),test,Carting,afternoon,35.9161,35.0,60.0,12,4,0.0,0.0,1.9003267973856208,1.0,1.0,0.0797633172477622,73.17074361328427,95.55904310589416,215.4859840238442,135.68738758082128,22.38829949260989,-79.79859644302292,3577.483,1616.2245,1961.2585000000001,20.0,-350.2199745780314,inf,Carting,False,False
trip-153842215915412109,IND122004AAA,Gurgaon_Begumpur_CP (Haryana),IND122413AAE,Gurgaon_Bilaspur_P (Haryana),test,Carting,evening,34.6176,33.0,79.0,19,0,0.0,0.0,0.0,0.0,2.0,0.0,62.42825954664177,60.58997624873069,87.589265767988,127.3029720091055,-1.838283297911076,39.71370624111751,3538.5280000000002,1557.7920000000001,1980.736,20.0,360.37139645295355,109.9274814536278,Carting,False,False
trip-153806017528059809,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND142001AAB,Moga_DPC (Punjab),test,FTL,afternoon,80.0835,59.0,93.0,14,3,0.0073500038837537,0.0156099201073601,2.123797531844036,12.0,9.0,0.0010806880242983,108.23712988682324,145.3068793807986,171.2375725729836,189.40849421886597,37.06974949397535,18.170921645882373,4902.505,3603.7575,1298.7475,20.574072092529576,949.6006245061058,28.13869747494121,Carting,True,False
trip-153806017528059809,IND142001AAB,Moga_DPC (Punjab),IND152026AAA,Muktsar_DPC (Punjab),test,FTL,evening,78.06089999999999,61.0,99.0,18,3,0.0006045577831216,0.0010806880242983,1.7875677966101695,2.0,2.0,0.001833718747087,106.66753089069041,133.1615928944362,190.75809309384562,165.92429052905024,26.494062003745796,-24.833802564795377,4841.826999999999,3512.7404999999994,1329.0865,20.039743498442895,282.10269004217145,94.41438698532662,Carting,True,False
trip-153806017528059809,IND152026AAA,Muktsar_DPC (Punjab),IND151001AAA,Bhatinda_DPC (Punjab),test,FTL,evening,51.2902,53.0,58.0,20,3,0.0010163149359656,0.001833718747087,1.8042820017642995,2.0,4.0,0.0061286131933084,70.49159478892518,91.30808222622728,134.21615642811665,115.20615924237595,20.8164874373021,-19.0099971857407,4038.706,2308.0589999999997,1730.6470000000004,20.067437036897747,226.9925901792054,152.99904581985575,Carting,True,False
trip-153826304664251435,IND421301AAA,Mumbai_Kalyan West _Dc (Maharashtra),IND421302AAR,Mumbai_East_I_21 (Maharashtra),test,Carting,night,12.3901,10.0,53.0,2,6,0.0,0.0,4.331818181818182,1.0,1.0,0.0045428095338491,95.75312471399393,36.33383381045951,107.19592981563672,51.615188220324164,-59.41929090353442,-55.58074159531255,2871.703,557.5545,2314.1485000000002,20.0,-1744.193234023814,inf,Carting,False,True
trip-153851500797048755,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),test,FTL,evening,1854.7412,1366.0,2616.0,21,1,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0732812072083964,2654.803198468033,380.894781725791,2804.7293240225285,430.1679988773163,-2273.908416742242,-2374.5613251452123,58142.236,83463.35399999999,-25321.117999999995,28.187351607116927,-97561.75355736095,inf,Carting,True,True
trip-153851500797048755,IND302014AAA,Jaipur_Hub (Rajasthan),IND110037AAM,Delhi_Airport_H (Delhi),test,FTL,night,265.2667,202.0,336.0,0,4,0.0362616012201956,0.0732812072083964,2.0209037864434696,10.0,7.0,0.0667169336120179,384.3889934168415,374.9839123612152,409.8597419965077,424.49417854713323,-9.40508105562634,14.634436550625537,10458.001,11937.0015,-1479.0005,22.69499751926226,-47.384040619776506,inf,FTL,False,False
trip-153809926058068326,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),test,Carting,night,47.7961,35.0,84.0,3,4,1.783356292394342e-05,3.480974301500495e-05,1.9519230769230769,2.0,1.0,4.359315381408392e-05,78.83122834822318,79.80422755882354,120.40954991567865,97.58287452059216,0.9729992106003635,-22.826675395086497,3933.883,2150.8245,1783.0584999999996,20.001280166834654,-208.82013511393123,inf,Carting,False,False
trip-153809926058068326,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),test,Carting,night,39.2111,28.0,58.0,5,4,1.783356292394342e-05,4.359315381408392e-05,2.4444444444444446,1.0,1.0,3.6304038809456256e-05,62.82856936263035,62.62627925328385,87.56371264851961,92.05216125720526,-0.2022901093464995,4.488448608685644,3676.333,1764.4995000000001,1911.8335,20.00160318649025,40.84195750124185,936.2855593901463,Carting,False,False
trip-153809926058068326,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),test,Carting,morning,66.84360000000001,61.0,105.0,6,4,1.783356292394342e-05,3.6304038809456256e-05,2.035714285714286,1.0,1.0,3.2280697915607965e-05,111.84224397136134,115.68807141254429,150.52014319952227,137.57401546980867,3.845827441182948,-12.946127729713595,4505.308,3007.9620000000004,1497.3459999999995,20.001335121216716,-52.54823615256757,inf,Carting,False,False
trip-153809926058068326,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),test,Carting,morning,67.3005,67.0,107.0,8,4,1.783356292394342e-05,3.2280697915607965e-05,1.8101092896174864,1.0,1.0,8.249051630474031e-05,106.87030876858503,103.53772946359885,124.88383954558937,124.9055708665291,-3.332579304986183,0.021731320939736065,4519.014999999999,3028.5225,1490.4924999999994,20.001187158401407,-66.43821629058645,inf,Carting,False,False
trip-153841170467298777,IND302014AAA,Jaipur_Hub (Rajasthan),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,afternoon,221.4909,164.0,281.0,16,0,0.0362616012201956,0.0732812072083964,2.0209037864434696,10.0,7.0,0.4575710171408227,325.28064117436395,331.262358212822,399.8258066621229,375.2823578262836,5.981717038458044,-24.543448835839285,9144.727,9967.0905,-822.3634999999995,22.69499751926226,-142.75170187302228,inf,FTL,False,False
trip-153852950774273345,IND152026AAA,Muktsar_DPC (Punjab),IND152116AAA,Abohar_DC (Punjab),test,FTL,night,57.8912,41.0,65.0,1,2,0.0010163149359656,0.001833718747087,1.8042820017642995,2.0,4.0,,76.74465434663396,97.93733930269609,115.81255150349128,113.43095611198227,21.192684956062124,-2.381595391509009,4236.736,2605.104,1631.632,20.067437036897747,401.38661321535034,81.57390244058932,Carting,True,False
trip-153852950774273345,IND152107AAA,Malout_DC (Punjab),IND152026AAA,Muktsar_DPC (Punjab),test,FTL,night,33.243,23.0,96.0,3,2,,,,,,0.001833718747087,51.280517778053145,59.242534639456956,67.94202105269297,80.58004008472858,7.962016861403811,12.638019032035615,3497.29,1495.9350000000002,2001.3549999999998,20.0,285.6205275484324,140.14083771766946,Carting,True,False
trip-153854360575669651,IND110037AAM,Delhi_Airport_H (Delhi),IND201001AAC,Ghaziabad_Central_L_8 (Uttar Pradesh),test,Carting,night,42.2032,49.0,104.0,5,2,0.0308106240994679,0.0667169336120179,2.1653872831861944,18.0,22.0,0.0,94.97427994598542,84.68639693862637,153.62380789061635,162.0853310498041,-10.287883007359042,8.461523159187749,3766.096,1899.144,1866.952,22.453589090936422,-136.0041156129452,inf,Carting,False,False
trip-153828056022424204,IND110037AAM,Delhi_Airport_H (Delhi),IND110085AAB,Delhi_Rohini_DPC (Delhi),test,Carting,night,21.1949,23.0,38.0,4,6,0.0308106240994679,0.0667169336120179,2.1653872831861944,18.0,22.0,0.0048259523790562,77.42319001940248,55.180739793901154,72.07321944575376,114.23868078960214,-22.24245022550133,42.16546134384838,3135.8469999999998,953.7705,2182.0764999999997,22.453589090936422,-26.03986631674534,inf,Carting,False,False
trip-153823596242078584,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),test,Carting,afternoon,32.5526,32.0,80.0,15,5,0.0025084047977983,0.0052926359037691,2.109960843805829,10.0,15.0,0.0,78.86050685140094,69.07957659533905,146.70081582857887,110.23166356808306,-9.780930256061893,-36.469152260495804,3476.578,1464.867,2011.711,20.194642544444626,-565.7631371731319,inf,Carting,False,False
trip-153803053856623281,IND636016AAA,Salem (Tamil Nadu),IND637211AAA,Tirchngode_Mhdhvpur_D (Tamil Nadu),test,Carting,morning,53.3781,46.0,59.0,10,3,0.0,0.0,0.0,0.0,2.0,0.0,91.24573272894665,83.99935280695765,138.5439722085664,134.48606445399676,-7.2463799219890035,-4.057907754569641,4101.343,2402.0145,1699.3284999999996,20.0,-185.50667598547648,inf,Carting,False,False
trip-153803053856623281,IND637211AAA,Tirchngode_Mhdhvpur_D (Tamil Nadu),IND636402AAA,Mettur_RTOroad_D (Tamil Nadu),test,Carting,morning,66.76089999999999,63.0,83.0,11,3,0.0,0.0,1.5108695652173911,1.0,1.0,0.0,104.53069170466621,110.04798087072508,127.44461979313661,130.50213340570676,5.517289166058873,3.0575136125701476,4502.826999999999,3004.2405,1498.5864999999994,20.0,140.92091944687894,212.68474629345593,Carting,False,False
trip-153809222031079036,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121004AAA,Faridabad_Blbgarh_DC (Haryana),test,Carting,evening,15.9628,12.0,24.0,23,3,0.0040591810780097,0.0101339474462668,2.496549735405157,8.0,6.0,0.0,60.43340713358284,27.662478926760034,68.87663158669069,53.607861737942756,-32.7709282068228,-15.268769848747937,2978.884,718.326,2260.558,20.372687135875864,-823.1648030489686,inf,Carting,False,False
trip-153809222031079036,IND121004AAC,Faridabad_MohnVRTL_D (Haryana),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),test,Carting,night,16.1487,12.0,26.0,1,4,0.0,0.0,1.8461538461538465,1.0,1.0,0.0101339474462668,113.08945371670333,42.68706942177982,356.5626558548802,96.28671739049375,-70.40238429492351,-260.2759384643864,2984.4610000000002,726.6915,2257.7695000000003,20.0,-4010.8070705423343,inf,Carting,False,False
trip-153804010049682588,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),test,Carting,morning,22.7858,20.0,306.0,9,3,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0088037839825763,113.99868926364033,70.2095138166267,152.98441655580945,133.7261898388302,-43.78917544701363,-19.258226716979237,3183.574,1025.3609999999999,2158.213,24.784294493263637,-1323.9346010818008,inf,Carting,False,False
trip-153804010049682588,IND400701AAB,Mumbai_Pawane_L (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,evening,22.9763,20.0,40.0,19,3,0.0,0.0,2.345970695970696,2.0,1.0,0.1300924670991227,85.55632884567899,42.2921788855014,229.45219625319908,91.94551082072685,-43.26414996017759,-137.50668543247224,3189.2889999999998,1033.9334999999999,2155.3554999999997,20.0,-2240.3498535282743,inf,Carting,False,False
trip-153844101288673588,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND208019AAA,Kanpur_Rawatpur_D (Uttar Pradesh),test,Carting,night,14.4253,14.0,63.0,0,1,0.0321776580670772,0.180686718979558,5.615284947179818,15.0,13.0,0.0,87.7038596543842,41.42787584544715,195.37956134540389,71.97140650679991,-46.275983808937056,-123.40815483860398,2932.759,649.1385,2283.6205,26.64495411529945,-2877.123776793654,inf,Carting,False,False
trip-153832656366994522,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),test,FTL,afternoon,1405.8864,1046.0,2169.0,16,6,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0320781062369141,2162.130489866208,455.2475024995834,2384.562461506635,576.9335654160413,-1706.8829873666245,-1807.6288960905936,44676.592000000004,63264.888000000006,-18588.296000000002,28.187351607116927,-73588.64655175425,inf,Carting,True,True
trip-153832656366994522,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),test,FTL,morning,432.6845,322.0,620.0,10,1,0.0154987464130295,0.0320781062369141,2.0697226331767453,11.0,6.0,0.2719156759315192,696.292495060812,354.50369147565897,998.6077359007961,420.21635551362,-341.78880358515306,-578.3913803871761,15480.535,19470.8025,-3990.2675000000017,21.1797078681478,-13364.06724756486,inf,Carting,True,True
trip-153853189942246448,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND531001AAA,Anakapalle_Kothuru_D (Andhra Pradesh),test,Carting,night,23.4458,21.0,39.0,1,2,0.0170101410885817,0.0364303738553119,2.141685578361612,9.0,10.0,0.0017208016409072,70.35094225460084,55.63562815557877,80.4374781472912,101.51505349737157,-14.715314099022066,21.077575350080366,3203.374,1055.061,2148.313,21.339767327886115,-89.12610212654162,inf,Carting,False,False
trip-153853189942246448,IND531001AAA,Anakapalle_Kothuru_D (Andhra Pradesh),IND531116AAA,Narsiptnm_Wardno8_D (Andhra Pradesh),test,Carting,night,42.6978,37.0,74.0,3,2,0.0007989436189926,0.0017208016409072,2.1538461538461537,2.0,2.0,0.0,77.651632149416,67.24186437918166,106.53325822184597,97.47514413391562,-10.409767770234339,-9.058114087930349,3780.934,1921.401,1859.5330000000001,20.063284385315857,-299.7218906296982,inf,Carting,False,False
trip-153853189942246448,IND531116AAA,Narsiptnm_Wardno8_D (Andhra Pradesh),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),test,Carting,night,67.7328,60.0,177.0,4,2,0.0,0.0,2.1538461538461537,1.0,1.0,0.0364303738553119,143.35007153459728,164.84908731935352,273.2379139988318,250.00889496650427,21.49901578475624,-23.22901903232753,4531.984,3047.9759999999997,1484.0080000000007,20.0,197.6901253718495,150.1347623922666,Carting,False,False
trip-153815348842517288,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),test,Carting,afternoon,21.7027,17.0,58.0,16,4,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.0060719150599918,51.812114633765916,50.510151164642984,82.95890185352667,72.47141784067462,-1.3019634691229314,-10.48748401285205,3151.081,976.6215,2174.4595,20.480658910575677,-134.06036117380575,inf,Carting,False,False
trip-153835887295082041,IND635802AAB,Ambur_Central_D_2 (Tamil Nadu),IND635601AAB,Tiruppattur_KoilStrt_D (Tamil Nadu),test,Carting,night,50.0302,41.0,171.0,1,0,0.0007989436189926,0.0022626257428852,2.8320217961537906,3.0,2.0,0.0,69.95005948871781,74.31250676656634,112.07854399524726,107.82272192158486,4.362447277848531,-4.255822073662401,4000.906,2251.359,1749.547,20.08321056647926,44.8766618467801,782.9575407573042,Carting,False,False
trip-153835887295082041,IND635601AAB,Tiruppattur_KoilStrt_D (Tamil Nadu),IND635802AAB,Ambur_Central_D_2 (Tamil Nadu),test,Carting,night,41.5181,34.0,168.0,4,0,0.0,0.0,1.853658536585366,1.0,1.0,0.0022626257428852,81.2114907215464,111.86425333384561,90.66549600436309,164.95366801451198,30.652762612299213,74.28817201014888,3745.5429999999997,1868.3145,1877.2284999999997,20.0,1355.936972347473,27.689022989763867,Carting,False,False
trip-153859691749220413,IND205135AAA,Shikohabad_Katrmira_D (Uttar Pradesh),IND283203AAA,Firozabad_Sudmpuri_D (Uttar Pradesh),test,FTL,night,21.3397,17.0,38.0,1,3,0.000404227426276,0.0012533515015937,3.100609756097561,1.0,1.0,0.0009140796041858,43.953732012824204,41.47400778384486,70.32964717243271,58.470149115317426,-2.479724228979343,-11.859498057115289,3140.191,960.2865,2179.9044999999996,20.046093388963328,-168.5770862725761,inf,Carting,True,False
